A	Coef.CD24HvsEpCAM	Coef.CD24LvsEpCAM	Coef.AirwayvsEpCAM	Coef.CD24HvsCD24L	t.CD24HvsEpCAM	t.CD24LvsEpCAM	t.AirwayvsEpCAM	t.CD24HvsCD24L	p.value.CD24HvsEpCAM	p.value.CD24LvsEpCAM	p.value.AirwayvsEpCAM	p.value.CD24HvsCD24L	Res.CD24HvsEpCAM	Res.CD24LvsEpCAM	Res.AirwayvsEpCAM	Res.CD24HvsCD24L	Genes.ENTREZID	Genes.GENENAME	Genes.SYMBOL	Genes.TXCHROM	Genes.TXSTART	Genes.TXEND
100504616	-0.322525017529019	-0.522924851046085	-1.10902201681398	-0.815973433930035	0.586097165767899	0	-0.282557230901916	0	0	0.90389738562599	0.391753534001589	0.719044265279777	0.842152154573175	0	0	0	0	100504616	predicted gene 15910	Gm15910	chr10	120857629	120863328
380664	5.13528479694409	-0.222587240445689	-0.123301189584609	-0.172944215015149	-0.09928605086108	0	0	0	0	0.999847765423885	0.999936546468193	0.999969263860981	0.999953772476736	0	0	0	0	380664	LEM domain containing 3	Lemd3	chr10	120923411	120979330
24117	3.73574078712875	6.72929589848248	3.47293981746725	5.10111785797487	3.25635608101524	9.06418671184311	3.72197194656401	6.52622704147635	7.05194781314195	1.96213381807009e-06	0.00198265325384003	3.32811496739749e-05	1.68878294907346e-05	1	1	1	1	24117	Wnt inhibitory factor 1	Wif1	chr10	121034004	121100642
74694	6.49712145797239	0.444733646206886	-0.202179525236437	0.121277060485225	0.646913171443323	0	0	0	0	0.999844053276118	0.999990709005286	0.999999093588717	0.996486894846917	0	0	0	0	74694	TBC1 domain family, member 30	Tbc1d30	chr10	121263820	121294757
75612	7.83674621862963	0.330261089164748	-0.737353079742294	-0.203545995288773	1.06761416890704	0	0	0	0.64926164922519	0.999965425871717	0.984840411940688	0.999997775867003	0.265349362390163	0	0	0	0	75612	glucosamine (N-acetyl)-6-sulfatase	Gns	chr10	121365090	121372250
192678	7.19107052149564	-0.911283877215487	-0.347348391262463	-0.629316134238975	-0.563935485953024	0	0	0	0	0.830835741307398	0.999988950514324	0.999676312892651	0.999704605954259	0	0	0	0	192678	Ras association (RalGDS/AF-6) domain family member 3	Rassf3	chr10	121410351	121476250
56480	5.4498210339274	-0.305800121227168	0.0692874584173353	-0.118256331404917	-0.375087579644504	0	0	0	0	0.999982290439759	0.999999009902618	0.999999475878776	0.999955651926738	0	0	0	0	56480	TANK-binding kinase 1	Tbk1	chr10	121546456	121586794
73192	6.54033040264102	-0.469944444735095	-0.740504875340669	-0.605224660037882	0.270560430605574	0	0	0	0	0.999651458652851	0.978517048963055	0.998972800958685	0.999966421242329	0	0	0	0	73192	exportin, tRNA (nuclear export receptor for tRNAs)	Xpot	chr10	121587380	121626316
216393	1.98891646538064	4.89242860654858	3.41710100704605	4.15476480679732	1.47532759950253	11.4175085140043	6.69301719449648	9.29800616731236	2.62429087930142	2.22823026268055e-07	2.62820418699247e-05	1.48040494915317e-06	0.0126371809396966	1	1	1	0	216393	RIKEN cDNA D930020B18 gene	D930020B18Rik	chr10	121641701	121693914
270802	3.47948640467997	-3.05164254201528	-2.38356488089772	-2.7176037114565	-0.668077661117565	-14.7633661324209	-10.4316653887133	-16.0376555739318	0	1.8847613987494e-08	5.08920979482062e-07	8.44181440068693e-09	0.962554222193022	-1	-1	-1	0	270802	cDNA sequence BC048403	BC048403	chr10	121739937	121752859
117600	3.79349209721986	4.10213500573902	2.9273851162624	3.51476006100071	1.17474988947661	15.4583793731893	9.23267912476926	12.8422737059758	1.46026705784015	1.21505745640091e-08	1.56505206009329e-06	7.20318357054997e-08	0.0873509278088361	1	1	1	0	117600	SLIT-ROBO Rho GTPase activating protein 1	Srgap1	chr10	121780991	121807104
668272	-0.114820467869076	-0.823353035186801	-0.337589267295334	-0.580471151241068	-0.485763767891467	0	0	0	0	0.659531032743518	0.933394189721541	0.868420509477135	0.868454997607745	0	0	0	0	668272	transmembrane emp24 domain trafficking protein 2 pseudogene	Gm9079	chr10	122078112	122079879
216395	4.7406849774449	0.190819900698036	0.0521685144946389	0.121494207596337	0.138651386203397	0	0	0	0	0.999993515064601	0.999998513011107	0.999998995749791	0.999996144591173	0	0	0	0	216395	transmembrane protein 5	Tmem5	chr10	122081260	122097102
54140	-0.56338125445918	-8.08416012292877	-5.15671543736623	-6.6204377801475	-2.92744468556254	-15.085109767018	-11.0339958420913	-18.1283093471028	-3.30351953587253	1.66318440976182e-08	3.08478467010531e-07	2.67855147508376e-09	0.00397149758957428	-1	-1	-1	-1	54140	arginine vasopressin receptor 1A	Avpr1a	chr10	122448499	122453453
319468	5.11070134910935	-0.107237572607719	-0.037591663155971	-0.0724146178818454	-0.0696459094517481	0	0	0	0	0.999993686222053	0.999997688396708	0.999998810530425	0.999995841463547	0	0	0	0	319468	protein phosphatase 1H (PP2C domain containing)	Ppm1h	chr10	122678762	122880333
67074	6.53656865016728	-0.746324150736296	-0.23851443409741	-0.492419292416852	-0.507809716638886	0	0	0	0	0.989961145746105	0.999995938257251	0.99996176603919	0.999833526926974	0	0	0	0	67074	MON2 homolog, regulator of endosome to Golgi trafficking	Mon2	chr10	122992061	123076505
14479	5.52370582239778	-0.14119610193926	0.176969083766254	0.0178864909134973	-0.318165185705514	0	0	0	0	0.999930218370058	0.999893424889657	0.999997911892449	0.999565660062927	0	0	0	0	14479	ubiquitin specific peptidase 15	Usp15	chr10	123105006	123127885
20503	5.0396528297141	0.744561254591292	-0.715295906226643	0.0146326741823248	1.45985716081794	0	0	0	1.69860926056783	0.837843380589606	0.831639464523338	0.999865229348528	0.0600150989027012	0	0	0	0	20503	solute carrier family 16 (monocarboxylic acid transporters), member 7	Slc16a7	chr10	125227485	125308873
320398	4.14226701774388	0.389954874435591	1.06048850766704	0.725221691051316	-0.670533633231449	0	0.421265713675875	0	0	0.999054710727055	0.341205918196096	0.970515740025919	0.984267492509207	0	0	0	0	320398	leucine-rich repeats and immunoglobulin-like domains 3	Lrig3	chr10	125966219	125998013
68876	1.37638330700479	-0.638629195342042	0.202130812533561	-0.218249191404241	-0.840760007875603	0	0	0	0	0.876769075943594	0.992391999276647	0.995391693338438	0.700920207983837	0	0	0	0	68876	ATP23 metallopeptidase and ATP synthase assembly factor homolog	Atp23	chr10	126868428	126901371
52468	7.50232197468597	-0.309185607365744	-0.352132002423756	-0.33065880489475	0.0429463950580118	0	0	0	0	0.999937919931015	0.999893644091749	0.999975092528056	0.999997842573321	0	0	0	0	52468	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	Ctdsp2	chr10	126978717	126999975
11567	0.694165739745907	1.99416568781974	0.738896720458916	1.36653120413933	1.25526896736082	2.65147404684064	0	1.00099724853296	0.745651329845213	0.0120651711571457	0.721946211758167	0.170172388946144	0.236492184912996	1	0	0	0	11567	advillin	Avil	chr10	127000709	127020994
66399	3.65245925464438	0.025828402534537	0.0877917491937983	0.0568100758641674	-0.0619633466592613	0	0	0	0	0.999981900728936	0.99990650669456	0.999983983650311	0.999951527636182	0	0	0	0	66399	Ts translation elongation factor, mitochondrial	Tsfm	chr10	127022332	127030814
17299	2.29833833163105	-1.52847861268235	0.688196426587341	-0.420141093047506	-2.21667503926969	-1.93355448540303	0	0	-4.64547603716689	0.0408762467238478	0.912436167090676	0.990597225371649	0.000448918776437561	0	0	0	-1	17299	methyltransferase like 1	Mettl1	chr10	127041932	127044002
216438	3.3044535168458	0.963587088438498	0.0536278058508937	0.508607447144696	0.909959282587604	0	0	0	0	0.577613596611136	0.999713350027407	0.991464293632625	0.682120176317562	0	0	0	0	216438	membrane-associated ring finger (C3HC4) 9	March9	chr10	127056050	127060184
12567	6.73016294447522	0.801004324775551	-0.0439674464214006	0.378518439177076	0.844971771196952	0	0	0	0	0.907736749752526	0.999986698897044	0.999767828339061	0.852386403913871	0	0	0	0	12567	cyclin-dependent kinase 4	Cdk4	chr10	127063603	127067282
67125	6.14528243445239	0.47068655316014	0.131747273255739	0.30121691320794	0.338939279904401	0	0	0	0	0.999811606275435	0.999996675408979	0.999993463523072	0.999967589863594	0	0	0	0	67125	tetraspanin 31	Tspan31	chr10	127067290	127070261
100504703	0.665287894129973	-0.197263561801987	0.118184810855742	-0.0395393754731227	-0.315448372657729	0	0	0	0	0.995747337548297	0.997723005423076	0.999721257574976	0.989596298425242	0	0	0	0	100504703	RIKEN cDNA A730063M14 gene	A730063M14Rik	chr10	127070481	127071101
216440	7.90939746750913	-0.206028725155633	-0.297647330557499	-0.251838027856566	0.0916186054018659	0	0	0	0	0.999992322980214	0.999977110054905	0.999996270301826	0.999998022286832	0	0	0	0	216440	amplified in osteosarcoma	Os9	chr10	127094259	127121160
14421	6.96858782498819	-0.377200481176343	0.292814334488164	-0.0421930733440892	-0.670014815664507	0	0	0	0	0.999853487723991	0.999947747784888	0.99999941111813	0.991670383132478	0	0	0	0	14421	beta-1,4-N-acetyl-galactosaminyl transferase 1	B4galnt1	chr10	127165156	127168523
216441	0.446036669939849	-0.410965935089609	1.57325210682977	0.581143085870083	-1.98421804191938	0	1.08887243890369	0	-1.82730112483045	0.8419293072525	0.151102356295165	0.792164722917776	0.0488198141116637	0	0	0	0	216441	solute carrier family 26, member 10	Slc26a10	chr10	127172426	127180645
52666	2.93380525461158	-1.8982189399859	-0.335667335110081	-1.11694313754799	-1.56255160487582	-2.27155434943756	0	-0.38975722657632	-1.36651134542248	0.0231495171857042	0.965593584215684	0.352433055382365	0.100804466497106	0	0	0	0	52666	Rho guanine nucleotide exchange factor (GEF) 25	Arhgef25	chr10	127182521	127189823
80904	6.82031206106916	1.61336075859408	-0.114473378150333	0.749443690221874	1.72783413674441	2.80195336156085	0	0	3.29599888277842	0.00930740553734105	0.998898562345884	0.888803076545374	0.00399729411926915	1	0	0	1	80904	deltex 3, E3 ubiquitin ligase	Dtx3	chr10	127190378	127195709
100038591	0.991623639443997	-1.32208606616615	-1.27261542650865	-1.2973507463374	-0.0494706396574986	-1.16873283246683	-0.935329798718564	-1.27534140976948	0	0.134720964863278	0.185760104992544	0.115413368775374	0.997020950478274	0	0	0	0	100038591	RIKEN cDNA F420014N23 gene	F420014N23Rik	chr10	127195249	127202643
117150	6.66833085450339	-1.35248553152141	-1.58013510876922	-1.46631032014531	0.227649577247811	-3.89939463419441	-6.29332907090226	-5.94075257857446	0	0.00146264395637923	4.3576996876177e-05	6.95293216304101e-05	0.999995911647909	-1	-1	-1	0	117150	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	Pip4k2c	chr10	127197067	127211622
69654	7.14295574429762	0.189578452718989	-0.225803499406165	-0.0181125233435875	0.415381952125155	0	0	0	0	0.999997573231994	0.999996008844781	0.999999966380248	0.999956413134804	0	0	0	0	69654	dynactin 2	Dctn2	chr10	127266262	127281959
110962	6.24554198407708	-0.356974992545926	-0.525109588905862	-0.441042290725894	0.168134596359937	0	0	0	0	0.998364817005111	0.990247331277318	0.998338368679743	0.999694604701219	0	0	0	0	110962	methyl-CpG binding domain protein 6	Mbd6	chr10	127281956	127283939
13198	4.48781168004538	0.0342726729277008	-0.023836769755027	0.00521795158633687	0.0581094426827278	0	0	0	0	0.999979984346876	0.99998043431958	0.999998868244295	0.999959229178129	0	0	0	0	13198	DNA-damage inducible transcript 3	Ddit3	chr10	127290793	127296288
216443	5.32752412709022	-0.579877319422756	0.163378058513281	-0.208249630454738	-0.743255377936038	0	0	0	0	0.995792243868595	0.999973213770337	0.999986147908608	0.963192044919099	0	0	0	0	216443	methionine-tRNA synthetase	Mars	chr10	127296221	127311786
14632	0.932737458778689	-2.96781077035602	0.464483868199017	-1.2516634510785	-3.43229463855504	-1.80011145456919	0	-0.336455814635321	-2.26602204486805	0.0531943730804375	0.799382669308819	0.378223570147614	0.0243647577514388	0	0	0	0	14632	GLI-Kruppel family member GLI1	Gli1	chr10	127329882	127341579
71750	6.51291196173304	0.486505182032228	-0.219425418097956	0.133539881967136	0.705930600130183	0	0	0	0	0.999663432596239	0.999985923138263	0.999998673746132	0.989615657528935	0	0	0	0	71750	R3H domain containing 2	R3hdm2	chr10	127390311	127499384
237611	0.591518056409345	0.264242910384091	0.681674713050616	0.472958811717353	-0.417431802666525	0	0	0	0	0.973009848351461	0.811441517490887	0.943340365466392	0.950008335460705	0	0	0	0	237611	SH3 and cysteine rich domain 3	Stac3	chr10	127501689	127508815
407790	0.577868263479666	0.346245800191606	1.1714505637734	0.758848181982504	-0.825204763581796	0	0.279586890729693	0	0	0.865770205499221	0.395371976317598	0.667797450029625	0.622612078001534	0	0	0	0	407790	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2	Ndufa4l2	chr10	127514939	127517156
108037	3.953898573592	-0.157872771095739	0.136858724976401	-0.0105070230596693	-0.29473149607214	0	0	0	0	0.999833836153165	0.999850626421231	0.999997292462951	0.999342959215376	0	0	0	0	108037	serine hydroxymethyltransferase 2 (mitochondrial)	Shmt2	chr10	127517123	127522444
16971	6.50883653215097	-2.14059824145192	-0.711639091332176	-1.42611866639205	-1.42895915011974	-3.69935504375398	0	-1.63854939681046	-1.37793196934943	0.0020330284408354	0.822344248601665	0.0660687467048133	0.0990428700017077	-1	0	0	0	16971	low density lipoprotein receptor-related protein 1	Lrp1	chr10	127538158	127621148
20852	7.37771044051303	0.34629869457412	-0.22048901377508	0.0629048403995194	0.5667877083492	0	0	0	0	0.9999923999403	0.999998331538298	0.999999946125486	0.999774510926388	0	0	0	0	20852	signal transducer and activator of transcription 6	Stat6	chr10	127642986	127660987
17937	5.38244885682693	0.318443702686714	-0.139593817304739	0.0894249426909877	0.458037519991453	0	0	0	0	0.999855558558203	0.999969929006036	0.999996096503267	0.999117178394343	0	0	0	0	17937	Ngfi-A binding protein 2	Nab2	chr10	127660918	127666703
72243	1.39005751393272	0.399235307346014	0.129671033807806	0.26445317057691	0.269564273538207	0	0	0	0	0.94934905109378	0.986921772309853	0.982503752240718	0.974777580937821	0	0	0	0	72243	RIKEN cDNA 1700012D01 gene	1700012D01Rik	chr10	127667123	127668851
210035	3.77650978971266	1.59315151970265	1.00655390052927	1.29985271011596	0.586597619173378	3.88060639837921	0.0398633557908028	2.08051390749167	0	0.00150824005756526	0.484490794154815	0.0319759105518354	0.994488969289584	1	0	0	0	210035	nuclear envelope integral membrane protein 1	Nemp1	chr10	127667123	127701047
320080	4.14896895269152	-0.326445375062305	-0.0435923864762939	-0.1850188807693	-0.282852988586011	0	0	0	0	0.999926591498495	0.999997662921855	0.999995674016468	0.999947829661874	0	0	0	0	320080	zinc finger and BTB domain containing 39	Zbtb39	chr10	127739538	127747339
11536	2.17563860144914	0.186878977612718	0.534225268208795	0.360552122910757	-0.347346290596077	0	0	0	0	0.946902283130689	0.806466537885726	0.90715788147189	0.899491475805928	0	0	0	0	11536	G protein-coupled receptor 182	Gpr182	chr10	127749602	127751798
70061	-1.52434798354459	5.3270398925074	2.05469558211782	3.69086773731261	3.27234431038957	5.25285629291304	1.0278275364349	3.15936707872225	3.03273126930916	0.000189780899480315	0.170934289091494	0.00516911979110144	0.00635786785489058	1	0	1	1	70061	4short chain dehydrogenase/reductase family 9C, member 7	Sdr9c7	chr10	127898535	127911759
19075	2.19976527290942	-1.12239648388149	-0.13611919875728	-0.629257841319386	-0.986277285124213	-0.458193379943649	0	0	0	0.328277169686931	0.997716404827286	0.941185173348073	0.519447330064385	0	0	0	0	19075	DNA primase, p49 subunit	Prim1	chr10	128015215	128030030
17938	6.13395001729169	-0.371110517113987	-0.0462607606727019	-0.208685638893344	-0.324849756441285	0	0	0	0	0.998844565182361	0.999970474170081	0.99992588033059	0.999252808709051	0	0	0	0	17938	nascent polypeptide-associated complex alpha polypeptide	Naca	chr10	128035346	128048637
56351	3.33621264628946	2.36988312218796	0.811329448605347	1.59060628539665	1.55855367358261	8.56003027179131	0	3.75566680297502	3.95001771617689	3.09436726406545e-06	0.835439305661809	0.00185176345571382	0.00134683968584786	1	0	1	1	56351	prostaglandin E synthase 3	Ptges3	chr10	128058982	128077254
11947	9.18001860349328	0.292328655748028	-0.269168627096027	0.0115800143260003	0.561497282844055	0	0	0	0	0.999997510842908	0.999998233990437	0.999999994457141	0.999861145087108	0	0	0	0	11947	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit	Atp5b	chr10	128083307	128090388
116848	6.69195080659672	-0.121290175743001	0.050912984460016	-0.0351885956414923	-0.172203160203017	0	0	0	0	0.999999719946172	0.999999902747889	0.999999983569723	0.999999468664577	0	0	0	0	116848	bromodomain adjacent to zinc finger domain, 2A	Baz2a	chr10	128091610	128112149
56516	5.62931462125934	-1.8418271652334	-0.794437006579153	-1.31813208590628	-1.04739015865425	-6.21157601345845	0	-2.81876296366989	-0.339487449573469	4.84922017878384e-05	0.927912282262482	0.00904191173016947	0.370608388320322	-1	0	-1	0	56516	RNA binding motif, single stranded interacting protein 2	Rbms2	chr10	128129470	128176568
216456	-0.710976467801905	-2.85303877936392	-3.81741152176529	-3.33522515056461	0.964372742401369	-3.94594652959819	-4.84498175329002	-5.72709884099253	0	0.00136029840604088	0.000335693968735907	9.34693834447067e-05	0.52819271337927	-1	-1	-1	0	216456	glutaminase 2 (liver, mitochondrial)	Gls2	chr10	128194635	128210004
66701	1.94645141576932	0.661983489340277	-0.110756966922527	0.275613261208875	0.772740456262804	0	0	0	0	0.920563822720879	0.997763547444063	0.997001459234872	0.82475016836433	0	0	0	0	66701	SPRY domain containing 4	Spryd4	chr10	128209910	128211794
21853	2.27040155288073	0.0342628492836616	0.518889393859928	0.276576121571795	-0.484626544576266	0	0	0	0	0.992447554859314	0.837604454156816	0.949180403983045	0.862024918434795	0	0	0	0	21853	timeless circadian clock 1	Timeless	chr10	128232063	128244829
20847	5.3171357963325	-0.392990117301746	-0.0959245115713019	-0.244457314436524	-0.297065605730444	0	0	0	0	0.998553649727757	0.99993009412196	0.999892012520302	0.999402353086119	0	0	0	0	20847	signal transducer and activator of transcription 2	Stat2	chr10	128270576	128292849
103135	5.96486688255677	-0.168009146011943	-0.0380461342011813	-0.103027640106562	-0.129963011810761	0	0	0	0	0.999921855503621	0.999986813008228	0.99998817416773	0.999945188934654	0	0	0	0	103135	PAN2 poly(A) specific ribonuclease subunit	Pan2	chr10	128303335	128307408
56530	5.97007385798864	-0.564986378641081	-0.53213155815703	-0.548558968399056	-0.0328548204840517	0	0	0	0	0.99710666392281	0.997930138312174	0.999051138016987	0.999995956888646	0	0	0	0	56530	canopy FGF signaling regulator 2	Cnpy2	chr10	128322459	128327187
12974	7.0435208391979	-0.139133304301645	-0.215326970947268	-0.177230137624456	0.076193666645624	0	0	0	0	0.99999842858426	0.999995957435438	0.999999320575561	0.999999294654944	0	0	0	0	12974	citrate synthase	Cs	chr10	128337832	128362479
